gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,charges_per_month,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_13-24,tenure_group_25-48,tenure_group_49-60,tenure_group_61-72
1,0,1,1,1.5270719577121736,1,0,-1.3134028681468275,-0.25736178966529677,-1.3379573808305525,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1
1,0,1,1,0.1023712383613841,1,0,-1.3100845150292975,-0.6551037964686166,-1.383642829718455,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
1,0,0,0,-0.6710377235719016,1,0,-1.4909347599346818,-0.889362818137577,-1.5785386563567714,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0
1,0,0,1,-1.2409180113122174,1,0,-1.5158224083161567,-0.9891824949746835,-1.348781972444965,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,-0.9559778674420595,1,1,-1.4859572302583868,-0.9385372355809724,-1.5468520409837963,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
1,0,0,0,1.2014260790034217,1,0,-1.4959122896109767,-0.45998673297000153,-1.4796407486597671,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1,0,1,0,1.5677776925507676,1,0,0.2843841579438598,1.3419483262214154,0.3481919645896248,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
1,0,0,0,0.14307697319997809,1,1,-1.5390508801388667,-0.7079004366254762,-1.5154181832388867,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0
1,0,1,1,-0.8338606629262776,1,0,-1.2785601604127628,-0.8721298191674585,-1.280261677272947,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
1,0,1,1,0.8350744654560759,1,0,-1.4842980536996218,-0.541431861860625,-1.481837403068279,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,0,0,-1.0373893371192475,1,0,-1.4942531130522119,-0.9343881441091858,-1.330228906031616,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
0,1,1,0,1.6084834273893616,1,1,-1.3017886322354726,-0.1597813050510592,-1.2583406975297864,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
1,0,1,1,0.7129572609402939,1,1,0.1566275629189556,0.5008901650199149,0.1292049304493757,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
1,0,1,1,-0.4268033145403377,1,0,-1.4925939364934466,-0.8200795764182218,-1.4967015853259154,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0
0,0,1,1,1.5677776925507676,1,0,-1.4942531130522119,-0.3969161520258611,-1.4975044313455474,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
1,0,1,0,1.6084834273893616,1,0,0.4851445215544238,1.5409071410827955,0.5217623430390362,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
0,0,1,0,1.6084834273893616,1,0,0.7672045365444724,1.8525939173601735,0.8480035069734125,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
1,0,1,1,-0.2639803751859618,1,1,-1.5191407614336867,-0.7839671136082283,-1.492334164899451,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0
0,1,1,1,1.6084834273893616,1,1,0.8368899520126024,1.9384954778316046,0.937916288666272,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,-0.6303319887333076,1,0,-1.3316538102932427,-0.801748934201599,-1.2236791113580259,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0
1,0,1,1,1.3642490183577978,1,1,0.6328112352845081,1.498472253172937,0.7160765585591706,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1,0,0,1,1.6084834273893616,1,0,-1.4942531130522119,-0.33880691855592027,-1.445726011791291,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
0,0,1,1,1.0793088744876398,1,0,-1.3100845150292975,-0.33687506644207266,-1.288367836395538,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0
1,0,1,1,0.9571916699718578,1,0,-1.3532231055571875,-0.39474281839778247,-1.3201547091415653,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
1,0,1,0,0.590840056424512,1,0,0.2877025110613896,0.5362342775573552,0.33127500334217896,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
0,1,1,0,1.2014260790034217,1,1,0.4984179340245439,1.1057354995736772,0.42352190166488896,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
1,0,0,0,0.5501343215859179,1,1,-0.6547097743171256,-0.10369173515468642,-0.6632073770977482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,-0.38609757970174374,1,1,-1.5025489958460367,-0.8004976209005841,-1.4608864742651977,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,0,-0.6303319887333076,1,0,0.4950995809070136,-0.40128477214694847,0.5516039628916384,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
0,0,1,1,1.6084834273893616,1,0,0.06039532251058587,1.0796335431718036,0.038949317500994375,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1,0,0,1,-1.2002122764736234,1,0,0.19147027065302033,-0.9113376359325942,0.3400985423582939,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
0,0,1,1,-0.10115743583158582,1,0,0.5266239355235486,0.029847542215034013,0.4645104424855154,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
1,0,1,1,1.2421318138420157,1,0,0.35738792652951956,1.0429283530086977,0.3075617422363699,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
0,0,0,0,-0.7931549280876836,0,1,-1.1308934466826785,-0.8373784339831305,-1.145607260340721,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,-1.2409180113122174,1,0,-1.4925939364934466,-0.9894678822187747,-1.359535660620855,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
0,1,0,0,0.9571916699718578,1,0,0.27608827515003487,0.769615184629112,0.2467817391030421,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0,1,0,1.6084834273893616,1,0,1.5652684613104335,2.4870975724344837,1.5121356636993797,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
0,0,1,0,0.6722515261016999,1,0,0.22797215494585,0.514017978248107,0.1958831993066393,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
0,0,1,1,1.3642490183577978,1,0,1.4706953974608292,2.099212401984773,1.4020315164454962,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
1,1,0,0,0.7943687306174818,1,1,1.520470694223779,1.5501712500832923,1.5622859586721827,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
1,0,1,0,1.4049547531963917,1,1,0.14169497389007057,1.0407111136507587,0.15842582485485135,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
0,0,1,0,1.1200146093262338,0,0,-0.1370466879824483,0.571710107284376,-0.16149207714841776,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0
0,0,0,0,-0.019745966154397852,1,1,-0.3560579937394271,-0.2466268387144842,-0.34992978226132343,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,1,1,0.428017117070136,1,1,-1.5174815848749215,-0.6695926873224741,-1.551370684753192,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
0,0,1,1,0.590840056424512,1,0,-1.4826388771408567,-0.6269382707633147,-1.5338122896186688,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0
1,0,0,0,1.0386031396490458,1,1,-1.5191407614336867,-0.555767082659972,-1.557951190996165,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-0.9152721326034655,1,1,-1.3416088696458326,-0.8917995861448166,-1.2548112819233403,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0,-1.2409180113122174,1,0,-1.4793205240233267,-0.9950000041811566,-1.5679917698765717,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1,0,1,1,1.6084834273893616,1,0,-0.3195561094465974,0.7386177393478289,-0.31799040926028216,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,1,1,0,1.4863662228735797,1,1,1.0094443141241611,1.7916527643142515,0.9117343947582867,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,-0.9152721326034655,1,1,-1.4909347599346818,-0.9232141358597715,-1.4915578631494757,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,0,1,1,1.3235432835192036,1,0,-0.11879574583603324,0.690540965150938,-0.1765790562401547,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,1,1.2828375486806096,1,1,-1.3565414586747175,-0.3258547282471688,-1.3426037717862203,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1
1,0,0,0,1.2421318138420157,1,1,0.23129050806338025,0.9562145365348532,0.20383263773144678,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0,0,1,1,1.5677776925507676,1,1,1.1305642029140057,2.0900580573089265,1.1422638728409444,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
0,0,1,1,0.346605647392948,1,1,0.9945117250952766,0.6790815696574326,0.9567643857604643,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,0,-0.9152721326034655,1,0,-1.5075265255223318,-0.911249824472874,-1.4013923238285506,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
1,0,0,0,0.22448844287716607,1,0,-1.4876164068171518,-0.6898551816529446,-1.5129607502234335,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
0,0,0,1,-0.5896262538947137,1,0,-0.24157481118464275,-0.5745587350401267,-0.3238727686043586,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,0,1.4456604880349857,1,1,-1.3266762806169474,-0.3013772838501216,-1.3628931469744134,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
1,0,1,0,1.1607203441648277,1,0,0.5299422886410788,1.1552392099910238,0.526848384013916,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0.590840056424512,1,0,0.9911933719777464,0.9810871325006422,1.0445736521023683,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,0,1,1,0.1023712383613841,1,0,-1.5025489958460367,-0.6992071021131617,-1.4786061683793925,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
0,0,1,0,-0.019745966154397852,1,0,-1.5141632317573919,-0.7499621258315233,-1.5353171019575207,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
1,0,0,0,1.5677776925507676,1,0,1.085766435827351,1.925938439091595,0.9680611148713786,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1
1,0,0,0,1.6084834273893616,0,1,-0.04081444757407856,0.9498921114349882,-0.09685046266890024,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,-0.8338606629262776,1,0,-1.3250171040581826,-0.8715809975442064,-1.2768149823447774,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,0,0.46872285190873,1,1,-1.5125040551986266,-0.6384196191217503,-1.5115537071073022,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0
1,0,1,0,1.6084834273893616,1,1,1.4839688099309494,2.4494703619443143,1.4727514296534918,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,1,1,0.387311382231542,1,0,-1.4826388771408567,-0.6350608307874469,-1.475187047010648,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
1,0,1,0,1.2421318138420157,1,1,0.6543805305484532,1.3507514250583803,0.6757869329624543,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
0,0,1,0,-0.2639803751859618,1,1,0.8352307754538371,0.004931040519385048,0.7943199078152708,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,0,0,0,1.3235432835192036,1,1,0.8269348926600121,1.5557253249106042,0.8265300673101559,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
0,0,0,0,0.7943687306174818,1,1,0.5067138168183688,0.8764817311087767,0.585927429850536,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1,0,0,0,-0.6303319887333076,1,1,-1.4876164068171518,-0.8876944004028904,-1.604680823653138,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0
0,0,1,1,1.0386031396490458,1,0,-1.5058673489635668,-0.536382702926705,-1.5327641706796902,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0
0,0,0,0,1.1607203441648277,1,0,0.7141108866639929,1.2618423220915271,0.6585505524429769,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
0,0,0,0,-0.9152721326034655,1,1,-1.497571466169742,-0.923367805914282,-1.4927159526453406,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
1,0,1,1,1.6084834273893616,1,1,1.7145943515992828,2.650207358865032,1.6828619524747301,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
1,0,1,0,1.6084834273893616,1,0,1.3495755086709846,2.3183019939870433,1.3354580816813901,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,1,1,0.06166550352279012,1,0,-1.5042081724048018,-0.7123788210712141,-1.4880933265063832,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,0,0,0,0.1023712383613841,1,1,-1.5191407614336867,-0.7302923588541652,-1.5455390143444934,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
0,0,1,1,0.020959768684196134,1,0,-1.3532231055571875,-0.6590333592911022,-1.3462502183522729,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,0,1,0,1.4456604880349857,1,0,0.1997661534468453,1.0713573130931604,0.15846177457894864,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0,0,1,1,1.1200146093262338,1,0,1.6697965845126284,1.956935884372878,1.578399522591756,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0
0,0,1,1,0.1023712383613841,1,0,-1.3482455758808924,-0.649681438830885,-1.3719673968417743,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
0,0,1,1,1.2421318138420157,1,0,-1.4909347599346818,-0.47948087702791903,-1.5135799459438626,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
0,0,0,0,-1.2409180113122174,1,0,-0.6795974226986006,-0.9741008767677136,-0.7804909126883092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0.1023712383613841,1,0,-1.466047111553207,-0.6855524201266474,-1.4492048758721237,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
0,0,1,1,1.0386031396490458,0,1,-0.3129194032115374,0.38003964357978487,-0.34201426908145716,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0
0,0,1,1,0.1023712383613841,0,1,-0.6165487134655309,-0.2806757322210494,-0.5774234647602915,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
0,0,1,0,1.0793088744876398,1,1,0.5415565245524336,1.0265734686357826,0.45319687084875054,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,1,1,0.8350744654560759,1,1,-1.4959122896109767,-0.5540328063304951,-1.4997550141363805,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
1,0,1,0,1.2828375486806096,1,1,0.3706613389996392,1.1053183951400056,0.3426490966051397,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1,0,1,0,1.6084834273893616,0,0,-0.7575787209605552,0.2900768030962875,-0.7874762144094004,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,1,1,0,1.6084834273893616,1,1,0.659358060224748,1.6861253425953222,0.6737615893713296,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1,0,1,1,-0.22327464034736777,1,0,0.22133544871078992,-0.15113187626860491,0.24971854201961613,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0.7943687306174818,1,1,-0.18184445506910288,0.3259477843920499,-0.21194532776772732,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,1,1,1.3235432835192036,1,0,-1.2918335728828827,-0.283836944770982,-1.3062889963274535,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
0,0,1,0,0.9164859351332638,1,1,0.03716685068787588,0.5096493581270196,-0.06587449312293304,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1,0,1,1,1.6084834273893616,1,0,-0.015926799192603674,1.0619395340381532,0.0204290767536281,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0,0,0,0,1.2421318138420157,1,1,-1.4710246412295018,-0.440207201667993,-1.4665998527896076,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1
0,0,1,1,1.4863662228735797,0,1,-0.6961891882862504,0.28924259422894416,-0.7292040921571409,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
1,0,1,1,1.5270719577121736,1,0,-1.3117436915880627,-0.22798885638884017,-1.3063344472495833,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1
0,0,1,0,1.5270719577121736,1,1,1.085766435827351,2.0553066721245985,1.1518641318408724,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
0,0,1,0,1.5270719577121736,1,0,0.7141108866639929,1.6020678227780183,0.663906667930042,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
1,0,1,0,1.6084834273893616,1,1,1.679751643865218,2.6887785425471944,1.723234239066693,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,0,0,0,-0.6303319887333076,1,0,-1.5008898192872717,-0.8609777637829743,-1.4862442760508003,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1,0,1,1,0.18378270803857208,1,0,-1.497571466169742,-0.7131471713437672,-1.5432202802738975,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,0,0,0,-0.9966836022806536,1,1,-1.4760021709057967,-0.9391519157990147,-1.4774126271642662,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1,0,1,0,0.06166550352279012,1,0,-1.4892755833759168,-0.7122910096114937,-1.487898689616322,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0
1,0,0,1,1.5270719577121736,1,1,1.6482272892486831,2.450458240866168,1.577284762974988,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,0,0,-1.2002122764736234,1,0,-1.4677062881119718,-0.9851651206924775,-1.5144990645913743,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,1,1,0.9164859351332638,1,1,0.6693131195773377,1.034696028659915,0.6535547659057787,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
1,0,1,1,1.1200146093262338,1,0,-1.5025489958460367,-0.5003360987115019,-1.5080192781264152,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0
1,0,0,0,1.6084834273893616,1,0,-1.4959122896109767,-0.380758843437317,-1.4896369051761755,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1,0,1,1,1.1200146093262338,1,1,-1.459410405318147,-0.45256666462363215,-1.4480192128168332,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0.18378270803857208,1,0,-1.4959122896109767,-0.6660802289336601,-1.4473537212339453,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0
1,0,1,1,0.9571916699718578,0,1,-0.9566799080123543,-0.14480945116873978,-0.9838065226511551,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0.590840056424512,1,0,0.3026351000902746,0.5246651177391993,0.31272445123516046,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
0,1,0,0,-0.019745966154397852,1,0,-0.34112540471054226,-0.20689215319102638,-0.2563520149615102,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,1.4049547531963917,0,1,-0.1785261019515731,0.7914363323696186,-0.12196023539137694,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,0,1,1,0.7129572609402939,1,1,0.5017362871420736,0.7643464970458911,0.5262972744458602,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
0,0,1,1,1.4049547531963917,1,0,1.3860773929638146,2.0671612191868456,1.3129842589308454,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
1,0,0,0,-0.9152721326034655,1,1,-0.2714399892424126,-0.7894553298407502,-0.4835236776771892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,0,0.346605647392948,1,1,-1.4992306427285067,-0.6155008281347393,-1.42280689161446,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0
1,0,1,1,1.1200146093262338,1,0,0.39886734049864436,0.984643496619316,0.35716657564259136,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
0,1,1,0,1.2828375486806096,1,0,1.064197140563406,1.8131226662158766,1.1761116306605477,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,0,1,1,0.590840056424512,1,1,0.6759498258123978,0.7929071743199346,0.7428367779821381,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0
0,0,1,0,1.6084834273893616,1,1,1.517152341106249,2.530871585105077,1.5579537282778517,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
1,0,1,0,-1.2409180113122174,1,1,-0.024222681986428636,-0.9473403344179372,0.22787415549708148,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,1,1,-0.38609757970174374,1,0,-1.4892755833759168,-0.828158230712494,-1.551519565245944,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0
1,0,0,1,-0.019745966154397852,1,0,-1.4743429943470319,-0.7044757896963827,-1.4281938235899998,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0
0,0,1,0,1.5677776925507676,1,1,-1.2934927494416477,-0.21927356901159548,-1.3089478880751184,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
0,0,0,0,-0.6303319887333076,1,0,-1.5108448786398618,-0.8532064495977234,-1.4517935465099396,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0
1,0,0,0,-0.10115743583158582,1,0,0.8451858348064274,0.22801605393893107,0.9623234843509527,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,1,1,0.020959768684196134,1,0,-1.497571466169742,-0.7288215169038493,-1.5056253918308498,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0
